This file was created by CMPT_EP_CFP_OP_INV_NI_AC_RETS using the 201810 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on OP.

The portfolios are constructed at the end of June.  OP, operating profitability, is
operating profits (sales minus cost of goods sold, minus selling, general, and,
administrative expenses, minus interest expense) divided by book equity 
at the last fiscal year end of the prior calendar year.

Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weight Returns -- Monthly
,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
199212,    1850,    1313,    1187,    1502,     672,     657,     702,     817,     989,     513,     348,     324,     321,     336,     332,     370,     347,     470
199301,    1843,    1309,    1182,    1495,     669,     656,     701,     813,     984,     511,     348,     321,     321,     335,     332,     369,     346,     467
199302,    1829,    1305,    1182,    1481,     667,     655,     700,     813,     974,     507,     348,     319,     321,     334,     331,     369,     346,     467
199303,    1815,    1299,    1177,    1468,     663,     654,     695,     811,     962,     506,     347,     316,     321,     333,     329,     366,     346,     465
199304,    1808,    1298,    1174,    1462,     662,     654,     694,     808,     956,     506,     346,     316,     321,     333,     328,     366,     346,     462
199305,    1798,    1294,    1171,    1453,     660,     653,     691,     806,     949,     504,     345,     315,     321,     332,     326,     365,     345,     461
199306,    1781,    1291,    1169,    1437,     658,     651,     690,     805,     934,     503,     344,     314,     321,     330,     326,     364,     345,     460
199307,    2073,    1479,    1170,    1703,     707,     773,     691,     848,    1176,     527,     370,     337,     428,     345,     369,     322,     390,     458
199308,    2061,    1477,    1165,    1692,     705,     772,     691,     843,    1166,     526,     369,     336,     428,     344,     369,     322,     389,     454
199309,    2052,    1476,    1161,    1684,     704,     771,     689,     841,    1159,     525,     368,     336,     428,     343,     369,     320,     388,     453
199310,    2046,    1471,    1155,    1679,     703,     767,     684,     839,    1154,     525,     367,     336,     427,     340,     368,     316,     387,     452
199311,    2040,    1468,    1151,    1675,     700,     765,     683,     836,    1151,     524,     365,     335,     426,     339,     368,     315,     386,     450
199312,    2031,    1460,    1148,    1668,     697,     762,     678,     834,    1145,     523,     363,     334,     424,     338,     364,     314,     385,     449
199401,    2018,    1458,    1146,    1656,     696,     760,     678,     832,    1136,     520,     362,     334,     423,     337,     364,     314,     385,     447
199402,    2002,    1456,    1141,    1640,     696,     760,     674,     829,    1124,     516,     362,     334,     423,     337,     362,     312,     384,     445
199403,    1996,    1451,    1139,    1634,     695,     756,     673,     828,    1118,     516,     362,     333,     420,     336,     362,     311,     383,     445
199404,    1984,    1446,    1135,    1624,     692,     752,     672,     825,    1110,     514,     360,     332,     419,     333,     362,     310,     382,     443
199405,    1965,    1440,    1134,    1607,     689,     748,     671,     824,    1094,     513,     358,     331,     417,     331,     361,     310,     381,     443
199406,    1946,    1433,    1133,    1589,     688,     745,     667,     823,    1077,     512,     357,     331,     415,     330,     357,     310,     381,     442
199407,    2584,    1854,    1348,    2099,    1040,     867,     853,     927,    1484,     615,     485,     555,     429,     438,     432,     421,     407,     520
199408,    2569,    1842,    1345,    2087,    1033,     861,     851,     924,    1475,     612,     482,     551,     427,     434,     430,     421,     405,     519
199409,    2548,    1834,    1336,    2071,    1026,     857,     845,     919,    1461,     610,     477,     549,     425,     432,     428,     417,     405,     514
199410,    2532,    1827,    1333,    2058,    1022,     854,     842,     916,    1451,     607,     474,     548,     423,     431,     425,     417,     403,     513
199411,    2513,    1818,    1327,    2042,    1018,     849,     835,     914,    1437,     605,     471,     547,     420,     429,     422,     413,     402,     512
199412,    2492,    1805,    1319,    2023,    1009,     843,     833,     908,    1421,     602,     469,     540,     418,     425,     422,     411,     400,     508
199501,    2470,    1791,    1310,    2006,    1001,     836,     828,     900,    1404,     602,     464,     537,     416,     420,     418,     410,     395,     505
199502,    2456,    1781,    1301,    1993,     999,     830,     824,     892,    1391,     602,     463,     536,     413,     417,     415,     409,     390,     502
199503,    2433,    1771,    1289,    1973,     991,     827,     817,     885,    1375,     598,     460,     531,     413,     414,     413,     404,     387,     498
199504,    2417,    1766,    1284,    1958,     987,     825,     817,     880,    1363,     595,     459,     528,     413,     412,     413,     404,     387,     493
199505,    2390,    1758,    1277,    1935,     979,     822,     815,     874,    1344,     591,     455,     524,     411,     411,     412,     403,     386,     488
199506,    2363,    1750,    1272,    1911,     972,     818,     814,     870,    1323,     588,     452,     520,     409,     409,     412,     402,     384,     486
199507,    2877,    1807,    1286,    2309,    1058,     895,     858,     850,    1632,     677,     568,     490,     450,     445,     422,     436,     395,     455
199508,    2857,    1799,    1280,    2292,    1052,     892,     855,     845,    1618,     674,     565,     487,     448,     444,     420,     435,     393,     452
199509,    2834,    1793,    1275,    2272,    1047,     890,     851,     842,    1601,     671,     562,     485,     447,     443,     418,     433,     392,     450
199510,    2808,    1781,    1268,    2249,    1041,     884,     847,     836,    1581,     668,     559,     482,     444,     440,     415,     432,     390,     446
199511,    2789,    1766,    1261,    2232,    1034,     875,     843,     832,    1567,     665,     557,     477,     441,     434,     414,     429,     389,     443
199512,    2771,    1753,    1253,    2217,    1024,     871,     838,     827,    1557,     660,     554,     470,     439,     432,     412,     426,     385,     442
199601,    2740,    1737,    1241,    2193,    1011,     865,     831,     818,    1540,     653,     547,     464,     434,     431,     408,     423,     381,     437
199602,    2719,    1726,    1232,    2175,    1006,     859,     826,     811,    1529,     646,     544,     462,     432,     427,     405,     421,     379,     432
199603,    2701,    1715,    1227,    2162,     999,     852,     822,     808,    1520,     642,     539,     460,     431,     421,     403,     419,     378,     430
199604,    2689,    1698,    1220,    2151,     990,     847,     815,     804,    1514,     637,     538,     452,     429,     418,     399,     416,     377,     427
199605,    2672,    1686,    1213,    2134,     986,     844,     809,     798,    1502,     632,     538,     448,     427,     417,     394,     415,     375,     423
